user_id,Age,Occupation,Monthly Income,Family size
19804,24,Student,No Income,6
19805,28,Employee,25001 to 50000,2
19806,23,Student,No Income,3
19807,25,Student,No Income,4
19808,21,Student,Below Rs.10000,1
19809,24,Student,No Income,3
19810,22,Student,No Income,4
19811,22,Student,No Income,4
19812,23,Student,No Income,4
19813,21,Student,Below Rs.10000,3
19814,25,Student,No Income,3
19815,22,Student,No Income,5
19816,22,Student,No Income,3
19817,23,Employee,10001 to 25000,3
19818,22,Student,Below Rs.10000,4
19819,22,Employee,10001 to 25000,5
19820,22,Student,No Income,4
19821,25,Employee,More than 50000,4
19822,22,Student,10001 to 25000,5
19823,22,Student,No Income,2
19824,25,Student,10001 to 25000,3
19825,25,Student,No Income,5
19826,32,House wife,No Income,5
19827,23,Student,No Income,3
19828,23,Student,No Income,4
19829,30,Self Employeed,More than 50000,4
19830,23,Student,No Income,3
19831,23,Student,No Income,4
19832,22,Student,No Income,5
19833,22,Student,No Income,5
19834,27,Self Employeed,10001 to 25000,2
19835,24,Student,No Income,3
19836,23,Student,No Income,2
19837,23,Student,No Income,3
19838,22,Student,10001 to 25000,5
19839,23,Student,No Income,5
19840,23,Student,No Income,2
19841,24,Student,No Income,3
19842,25,Student,No Income,2
19843,22,Student,No Income,3
19844,28,Student,No Income,2
19845,22,Student,No Income,1
19846,24,Student,No Income,3
19847,31,Employee,More than 50000,5
19848,25,Student,No Income,4
19849,23,Student,No Income,5
19850,22,Student,No Income,3
19851,23,Student,25001 to 50000,1
19852,23,Student,No Income,4
19853,23,Student,No Income,2
19854,25,Student,No Income,6
19855,24,Employee,10001 to 25000,4
19856,23,Student,No Income,4
19857,23,Student,No Income,4
19858,24,Employee,More than 50000,4
19859,22,Student,No Income,4
19860,24,Student,10001 to 25000,3
19861,25,Student,No Income,3
19862,23,Student,No Income,2
19863,26,Student,No Income,4
19864,24,Student,25001 to 50000,3
19865,26,Student,No Income,4
19866,21,Student,No Income,4
19867,22,Student,No Income,3
19868,24,Student,No Income,5
19869,24,Student,10001 to 25000,4
19870,23,Student,No Income,3
19871,23,Student,No Income,3
19872,22,Student,No Income,3
19873,23,Student,No Income,3
19874,24,Student,No Income,4
19875,24,Student,No Income,5
19876,25,Student,No Income,1
19877,25,Student,No Income,5
19878,28,Self Employeed,10001 to 25000,2
19879,27,Employee,25001 to 50000,5
19880,26,Self Employeed,10001 to 25000,1
19881,22,Student,No Income,2
19882,24,Student,No Income,3
19883,23,Student,No Income,1
19884,25,Student,No Income,1
19885,23,Student,No Income,5
19886,23,Student,No Income,5
19887,26,Employee,25001 to 50000,5
19888,32,House wife,No Income,3
19889,24,Student,10001 to 25000,3
19890,23,Student,No Income,2
19891,22,Employee,10001 to 25000,3
19892,24,Student,No Income,3
19893,26,Employee,25001 to 50000,2
19894,28,Employee,More than 50000,3
19895,26,Employee,More than 50000,2
19896,25,Student,No Income,1
19897,25,Employee,Below Rs.10000,2
19898,18,Student,No Income,5
19899,21,Student,No Income,4
19900,25,Student,No Income,1
19901,25,Student,Below Rs.10000,2
19902,23,Student,No Income,5
19903,23,Employee,10001 to 25000,2
19904,25,Employee,25001 to 50000,4
19905,31,House wife,No Income,5
19906,24,Self Employeed,More than 50000,2
19907,32,Employee,25001 to 50000,5
19908,25,Employee,25001 to 50000,3
19909,27,Self Employeed,More than 50000,5
19910,26,Self Employeed,25001 to 50000,3
19911,26,Self Employeed,25001 to 50000,3
19912,32,Employee,More than 50000,5
19913,24,Self Employeed,More than 50000,6
19914,27,Self Employeed,25001 to 50000,3
19915,23,Student,No Income,3
19916,25,Student,No Income,4
19917,23,Student,No Income,3
19918,23,Student,No Income,4
19919,28,Employee,More than 50000,3
19920,32,Employee,More than 50000,1
19921,23,Student,No Income,2
19922,19,Student,No Income,2
19923,19,Student,No Income,4
19924,27,Employee,25001 to 50000,2
19925,25,Self Employeed,25001 to 50000,3
19926,33,Employee,More than 50000,5
19927,26,Employee,More than 50000,3
19928,22,Student,Below Rs.10000,4
19929,23,Student,No Income,3
19930,22,Student,No Income,3
19931,25,Employee,25001 to 50000,2
19932,30,House wife,No Income,5
19933,24,Student,No Income,3
19934,25,Employee,10001 to 25000,3
19935,23,Student,More than 50000,3
19936,24,Student,No Income,4
19937,32,Employee,10001 to 25000,4
19938,22,Student,No Income,4
19939,23,Student,More than 50000,3
19940,23,Student,No Income,4
19941,20,Student,No Income,2
19942,21,Student,No Income,2
19943,24,Self Employeed,10001 to 25000,5
19944,23,Student,No Income,4
19945,25,Employee,25001 to 50000,3
19946,32,House wife,No Income,3
19947,27,Employee,More than 50000,5
19948,20,Student,No Income,2
19949,21,Student,No Income,2
19950,26,Employee,More than 50000,3
19951,25,Employee,10001 to 25000,4
19952,26,Employee,25001 to 50000,3
19953,26,Employee,25001 to 50000,3
19954,27,Employee,More than 50000,4
19955,27,Student,No Income,5
19956,24,Student,No Income,5
19957,25,Self Employeed,More than 50000,2
19958,20,Student,No Income,2
19959,22,Student,No Income,1
19960,26,Student,Below Rs.10000,3
19961,27,Employee,25001 to 50000,1
19962,25,Student,No Income,3
19963,24,Employee,Below Rs.10000,2
19964,23,Employee,10001 to 25000,6
19965,22,Student,No Income,2
19966,26,Self Employeed,More than 50000,3
19967,26,Employee,Below Rs.10000,1
19968,25,Self Employeed,25001 to 50000,3
19969,29,Employee,More than 50000,3
19970,23,Student,Below Rs.10000,3
19971,22,Employee,25001 to 50000,4
19972,22,Student,No Income,2
19973,32,House wife,No Income,5
19974,28,Employee,More than 50000,1
19975,22,Student,No Income,2
19976,25,Employee,10001 to 25000,2
19977,26,Employee,25001 to 50000,2
19978,31,Self Employeed,More than 50000,6
19979,24,Student,No Income,3
19980,24,Employee,25001 to 50000,2
19981,31,Employee,More than 50000,5
19982,26,Employee,25001 to 50000,2
19983,24,Self Employeed,More than 50000,2
19984,22,Student,No Income,3
19985,19,Student,No Income,6
19986,25,Employee,More than 50000,6
19987,23,House wife,No Income,6
19988,23,Student,No Income,2
19989,23,Student,No Income,2
19990,24,Student,No Income,5
19991,22,Employee,25001 to 50000,4
19992,26,Employee,More than 50000,4
19993,25,Student,No Income,3
19994,20,Student,No Income,2
19995,29,Employee,25001 to 50000,4
19996,23,Student,No Income,1
19997,25,Self Employeed,More than 50000,2
19998,29,Employee,25001 to 50000,4
19999,27,Self Employeed,25001 to 50000,6
20000,25,Self Employeed,10001 to 25000,3
20001,21,Student,No Income,2
20002,23,Student,No Income,3
20003,24,Employee,10001 to 25000,4
20004,32,Self Employeed,10001 to 25000,3
20005,28,Employee,25001 to 50000,5
20006,26,Employee,10001 to 25000,2
20007,31,House wife,No Income,5
20008,27,Self Employeed,25001 to 50000,3
20009,21,Student,No Income,1
20010,23,Student,No Income,2
20011,26,Employee,10001 to 25000,4
20012,32,Employee,More than 50000,5
20013,25,Student,No Income,2
20014,28,Self Employeed,10001 to 25000,2
20015,21,Student,No Income,3
20016,24,Student,No Income,2
20017,26,Self Employeed,10001 to 25000,5
20018,32,Employee,25001 to 50000,3
20019,29,Self Employeed,More than 50000,6
20020,21,Student,No Income,5
20021,24,Self Employeed,25001 to 50000,3
20022,26,Self Employeed,More than 50000,2
20023,25,Employee,More than 50000,3
20024,29,Employee,25001 to 50000,3
20025,22,Student,No Income,3
20026,24,Student,No Income,2
20027,27,Employee,25001 to 50000,2
20028,23,Student,No Income,3
20029,32,Employee,More than 50000,6
20030,22,Student,No Income,2
20031,28,Employee,25001 to 50000,3
20032,23,Student,No Income,2
20033,30,Self Employeed,More than 50000,1
20034,21,Student,No Income,3
20035,26,Employee,Below Rs.10000,6
20036,25,Self Employeed,More than 50000,3
20037,31,Employee,Below Rs.10000,1
20038,23,Employee,25001 to 50000,2
20039,29,Employee,25001 to 50000,3
20040,21,Student,No Income,6
20041,20,Student,No Income,3
20042,22,Employee,10001 to 25000,2
20043,30,House wife,No Income,6
20044,27,Self Employeed,More than 50000,3
20045,23,Student,No Income,2
20046,30,Self Employeed,25001 to 50000,6
20047,23,Student,No Income,3
20048,28,Employee,25001 to 50000,6
20049,30,Self Employeed,More than 50000,6
20050,24,Employee,25001 to 50000,2
20051,21,Student,No Income,2
20052,23,Employee,10001 to 25000,3
20053,25,Self Employeed,More than 50000,4
20054,24,Employee,25001 to 50000,2
20055,26,Employee,10001 to 25000,3
20056,25,Employee,25001 to 50000,2
20057,22,Student,25001 to 50000,3
20058,26,Employee,25001 to 50000,2
20059,23,Employee,10001 to 25000,2
20060,21,Employee,Below Rs.10000,2
20061,25,Self Employeed,25001 to 50000,3
20062,24,Employee,10001 to 25000,2
20063,22,Student,No Income,2
20064,23,Student,No Income,4
20065,24,Employee,More than 50000,3
20066,22,Student,No Income,2
20067,30,Employee,More than 50000,5
20068,23,Employee,10001 to 25000,4
20069,19,Student,No Income,6
20070,21,Student,No Income,2
20071,23,Student,No Income,4
20072,24,Employee,25001 to 50000,3
20073,26,Employee,10001 to 25000,2
20074,26,Student,No Income,2
20075,25,Student,10001 to 25000,2
20076,28,Employee,25001 to 50000,5
20077,25,Student,No Income,3
20078,20,Student,No Income,2
20079,27,Self Employeed,More than 50000,6
20080,25,Employee,25001 to 50000,3
20081,24,Student,No Income,5
20082,25,Employee,More than 50000,1
20083,25,Employee,25001 to 50000,3
20084,24,Student,Below Rs.10000,5
20085,24,Student,No Income,3
20086,22,Employee,10001 to 25000,1
20087,28,Employee,25001 to 50000,2
20088,25,Employee,More than 50000,6
20089,22,Student,Below Rs.10000,3
20090,22,Student,No Income,6
20091,22,Student,Below Rs.10000,4
20092,27,Employee,More than 50000,2
20093,22,Student,No Income,3
20094,24,Student,No Income,3
20095,23,Student,No Income,2
20096,23,Student,No Income,4
20097,22,Student,No Income,5
20098,23,Student,Below Rs.10000,2
20099,32,Employee,More than 50000,5
20100,25,Student,No Income,2
20101,28,Self Employeed,10001 to 25000,2
20102,21,Student,No Income,3
20103,24,Student,No Income,2
20104,26,Self Employeed,10001 to 25000,5
20105,32,Employee,25001 to 50000,3
20106,29,Self Employeed,More than 50000,6
20107,21,Student,No Income,5
20108,24,Self Employeed,25001 to 50000,3
20109,26,Self Employeed,More than 50000,2
20110,21,Employee,More than 50000,3
20111,29,Employee,25001 to 50000,3
20112,22,Student,No Income,3
20113,24,Student,No Income,2
20114,27,Employee,25001 to 50000,2
20115,23,Student,No Income,3
20116,32,Employee,More than 50000,6
20117,22,Student,No Income,2
20118,22,Employee,25001 to 50000,4
20119,26,Employee,More than 50000,4
20120,25,Student,No Income,3
20121,20,Student,No Income,2
20122,29,Employee,25001 to 50000,4
20123,23,Student,No Income,1
20124,25,Self Employeed,More than 50000,2
20125,29,Employee,25001 to 50000,4
20126,27,Self Employeed,25001 to 50000,6
20127,25,Self Employeed,10001 to 25000,3
20128,21,Student,No Income,2
20129,23,Student,No Income,3
20130,24,Employee,10001 to 25000,4
20131,22,Self Employeed,10001 to 25000,3
20132,28,Employee,25001 to 50000,5
20133,26,Employee,10001 to 25000,2
20134,22,Employee,25001 to 50000,4
20135,26,Employee,More than 50000,4
20136,25,Student,No Income,3
20137,20,Student,No Income,2
20138,29,Employee,25001 to 50000,4
20139,23,Student,No Income,1
20140,25,Self Employeed,More than 50000,2
20141,29,Employee,25001 to 50000,4
20142,27,Self Employeed,25001 to 50000,6
20143,25,Self Employeed,10001 to 25000,3
20144,21,Student,No Income,2
20145,24,Student,No Income,2
20146,26,Self Employeed,10001 to 25000,5
20147,32,Employee,25001 to 50000,3
20148,29,Self Employeed,More than 50000,6
20149,21,Student,No Income,5
20150,24,Self Employeed,25001 to 50000,3
20151,26,Self Employeed,More than 50000,2
20152,31,Employee,More than 50000,3
20153,29,Employee,25001 to 50000,3
20154,22,Student,No Income,3
20155,24,Student,No Income,2
20156,27,Employee,25001 to 50000,2
20157,23,Student,No Income,3
20158,30,Employee,More than 50000,6
20159,22,Student,No Income,2
20160,28,Employee,25001 to 50000,3
20161,23,Student,No Income,2
20162,30,Self Employeed,More than 50000,1
20163,21,Student,No Income,3
20164,26,Employee,Below Rs.10000,6
20165,25,Self Employeed,More than 50000,3
20166,31,Employee,Below Rs.10000,1
20167,23,Employee,25001 to 50000,2
20168,22,Student,Below Rs.10000,4
20169,27,Employee,More than 50000,2
20170,22,Student,No Income,3
20171,24,Student,No Income,3
20172,23,Student,No Income,2
20173,23,Student,No Income,4
20174,22,Student,No Income,5
20175,23,Student,Below Rs.10000,2
20176,23,Student,No Income,5
20177,20,Student,No Income,4
20178,24,Student,Below Rs.10000,3
20179,22,Student,Below Rs.10000,3
20180,22,Student,No Income,6
20181,22,Student,Below Rs.10000,4
20182,27,Employee,More than 50000,2
20183,22,Student,No Income,3
20184,24,Student,No Income,3
20185,23,Student,No Income,2
20186,23,Student,No Income,4
20187,22,Student,No Income,5
20188,23,Student,Below Rs.10000,2
20189,23,Student,No Income,5
20190,21,Student,No Income,4
20191,23,Self Employeed,10001 to 25000,5
20192,24,Student,No Income,6
20193,28,Employee,25001 to 50000,2
20194,23,Student,No Income,3
20195,25,Student,No Income,4
20196,21,Student,Below Rs.10000,1
20197,24,Student,No Income,3
20198,22,Student,No Income,4
20199,22,Student,No Income,4
20200,23,Student,No Income,4
20201,21,Student,Below Rs.10000,3
20202,25,Student,No Income,3
20203,22,Student,No Income,5
20204,22,Student,No Income,3
20205,23,Employee,10001 to 25000,3
20206,22,Student,Below Rs.10000,4
20207,22,Employee,10001 to 25000,5
20208,22,Student,No Income,4
20209,25,Employee,More than 50000,4
20210,22,Student,10001 to 25000,5
20211,22,Student,No Income,2
20212,25,Student,10001 to 25000,3
20213,25,Student,No Income,5
20214,32,House wife,No Income,5
20215,23,Student,No Income,3
20216,23,Student,No Income,4
20217,30,Self Employeed,More than 50000,4
20218,23,Student,No Income,3
20219,23,Student,No Income,4
20220,22,Student,No Income,5
20221,22,Student,No Income,5
20222,27,Self Employeed,10001 to 25000,2
20223,24,Student,No Income,3
20224,23,Student,No Income,2
20225,23,Student,No Income,3
20226,22,Student,10001 to 25000,5
20227,23,Student,No Income,5
20228,23,Student,No Income,2
20229,24,Student,No Income,3
20230,25,Student,No Income,2
20231,22,Student,No Income,3
20232,28,Student,No Income,2
20233,22,Student,No Income,1
20234,24,Student,No Income,3
20235,31,Employee,More than 50000,5
20236,25,Student,No Income,4
20237,23,Student,No Income,5
20238,22,Student,No Income,3
20239,23,Student,25001 to 50000,1
20240,23,Student,No Income,4
20241,23,Student,No Income,2
20242,25,Student,No Income,6
20243,24,Employee,10001 to 25000,4
20244,23,Student,No Income,4
20245,23,Student,No Income,4
20246,24,Employee,More than 50000,4
20247,22,Student,No Income,4
20248,24,Student,10001 to 25000,3
20249,25,Student,No Income,3
20250,23,Student,No Income,2
20251,26,Student,No Income,4
20252,24,Student,25001 to 50000,3
20253,26,Student,No Income,4
20254,21,Student,No Income,4
20255,22,Student,No Income,3
20256,24,Student,No Income,5
20257,24,Student,10001 to 25000,4
20258,23,Student,No Income,3
20259,23,Student,No Income,3
20260,22,Student,No Income,3
20261,23,Student,No Income,3
20262,24,Student,No Income,4
20263,24,Student,No Income,5
20264,25,Student,No Income,1
20265,25,Student,No Income,5
20266,28,Self Employeed,10001 to 25000,2
20267,27,Employee,25001 to 50000,5
20268,26,Self Employeed,10001 to 25000,1
20269,22,Student,No Income,2
20270,24,Student,No Income,3
20271,23,Student,No Income,1
20272,25,Student,No Income,1
20273,23,Student,No Income,5
20274,23,Student,No Income,5
20275,26,Employee,25001 to 50000,5
20276,32,House wife,No Income,3
20277,24,Student,10001 to 25000,3
20278,23,Student,No Income,2
20279,22,Employee,10001 to 25000,3
20280,24,Student,No Income,3
20281,26,Employee,25001 to 50000,2
20282,28,Employee,More than 50000,3
20283,26,Employee,More than 50000,2
20284,25,Student,No Income,1
20285,25,Employee,Below Rs.10000,2
20286,18,Student,No Income,5
20287,21,Student,No Income,4
20288,25,Student,No Income,1
20289,25,Student,Below Rs.10000,2
20290,23,Student,No Income,5
20291,23,Employee,10001 to 25000,2
20292,25,Employee,25001 to 50000,4
20293,31,House wife,No Income,5
20294,24,Self Employeed,More than 50000,2
20295,32,Employee,25001 to 50000,5
20296,25,Employee,25001 to 50000,3
20297,27,Self Employeed,More than 50000,5
20298,26,Self Employeed,25001 to 50000,3
20299,26,Self Employeed,25001 to 50000,3
20300,32,Employee,More than 50000,5
20301,24,Self Employeed,More than 50000,6
20302,27,Self Employeed,25001 to 50000,3
20303,23,Student,No Income,3
20304,25,Student,No Income,4
20305,23,Student,No Income,3
20306,23,Student,No Income,4
20307,28,Employee,More than 50000,3
20308,32,Employee,More than 50000,1
20309,23,Student,No Income,2
20310,19,Student,No Income,2
20311,19,Student,No Income,4
20312,27,Employee,25001 to 50000,2
20313,25,Self Employeed,25001 to 50000,3
20314,33,Employee,More than 50000,5
20315,26,Employee,More than 50000,3
20316,22,Student,Below Rs.10000,4
20317,23,Student,No Income,3
20318,22,Student,No Income,3
20319,25,Employee,25001 to 50000,2
20320,30,House wife,No Income,5
20321,24,Student,No Income,3
20322,25,Employee,10001 to 25000,3
20323,23,Student,More than 50000,3
20324,24,Student,No Income,4
20325,32,Employee,10001 to 25000,4
20326,22,Student,No Income,4
20327,23,Student,More than 50000,3
20328,23,Student,No Income,4
20329,20,Student,No Income,2
20330,21,Student,No Income,2
20331,24,Self Employeed,10001 to 25000,5
20332,23,Student,No Income,4
20333,25,Employee,25001 to 50000,3
20334,32,House wife,No Income,3
20335,27,Employee,More than 50000,5
20336,20,Student,No Income,2
20337,21,Student,No Income,2
20338,26,Employee,More than 50000,3
20339,25,Employee,10001 to 25000,4
20340,26,Employee,25001 to 50000,3
20341,26,Employee,25001 to 50000,3
20342,27,Employee,More than 50000,4
20343,27,Student,No Income,5
20344,24,Student,No Income,5
20345,25,Self Employeed,More than 50000,2
20346,20,Student,No Income,2
20347,22,Student,No Income,1
20348,26,Student,Below Rs.10000,3
20349,27,Employee,25001 to 50000,1
20350,25,Student,No Income,3
20351,24,Employee,Below Rs.10000,2
20352,23,Employee,10001 to 25000,6
20353,22,Student,No Income,2
20354,26,Self Employeed,More than 50000,3
20355,26,Employee,Below Rs.10000,1
20356,25,Self Employeed,25001 to 50000,3
20357,29,Employee,More than 50000,3
20358,23,Student,Below Rs.10000,3
20359,22,Employee,25001 to 50000,4
20360,22,Student,No Income,2
20361,32,House wife,No Income,5
20362,28,Employee,More than 50000,1
20363,22,Student,No Income,2
20364,25,Employee,10001 to 25000,2
20365,26,Employee,25001 to 50000,2
20366,31,Self Employeed,More than 50000,6
20367,24,Student,No Income,3
20368,24,Employee,25001 to 50000,2
20369,31,Employee,More than 50000,5
20370,26,Employee,25001 to 50000,2
20371,24,Self Employeed,More than 50000,2
20372,22,Student,No Income,3
20373,19,Student,No Income,6
20374,25,Employee,More than 50000,6
20375,23,House wife,No Income,6
20376,23,Student,No Income,2
20377,23,Student,No Income,2
20378,24,Student,No Income,5
20379,22,Employee,25001 to 50000,4
20380,26,Employee,More than 50000,4
20381,25,Student,No Income,3
20382,20,Student,No Income,2
20383,29,Employee,25001 to 50000,4
20384,23,Student,No Income,1
20385,25,Self Employeed,More than 50000,2
20386,29,Employee,25001 to 50000,4
20387,27,Self Employeed,25001 to 50000,6
20388,25,Self Employeed,10001 to 25000,3
20389,21,Student,No Income,2
20390,23,Student,No Income,3
20391,24,Employee,10001 to 25000,4
20392,32,Self Employeed,10001 to 25000,3
20393,28,Employee,25001 to 50000,5
20394,26,Employee,10001 to 25000,2
20395,31,House wife,No Income,5
20396,27,Self Employeed,25001 to 50000,3
20397,21,Student,No Income,1
20398,23,Student,No Income,2
20399,26,Employee,10001 to 25000,4
20400,32,Employee,More than 50000,5
20401,25,Student,No Income,2
20402,28,Self Employeed,10001 to 25000,2
20403,21,Student,No Income,3
20404,24,Student,No Income,2
20405,26,Self Employeed,10001 to 25000,5
20406,32,Employee,25001 to 50000,3
20407,29,Self Employeed,More than 50000,6
20408,21,Student,No Income,5
20409,24,Self Employeed,25001 to 50000,3
20410,26,Self Employeed,More than 50000,2
20411,25,Employee,More than 50000,3
20412,29,Employee,25001 to 50000,3
20413,22,Student,No Income,3
20414,24,Student,No Income,2
20415,27,Employee,25001 to 50000,2
20416,23,Student,No Income,3
20417,32,Employee,More than 50000,6
20418,22,Student,No Income,2
20419,28,Employee,25001 to 50000,3
20420,23,Student,No Income,2
20421,30,Self Employeed,More than 50000,1
20422,21,Student,No Income,3
20423,26,Employee,Below Rs.10000,6
20424,25,Self Employeed,More than 50000,3
20425,31,Employee,Below Rs.10000,1
20426,23,Employee,25001 to 50000,2
20427,29,Employee,25001 to 50000,3
20428,21,Student,No Income,6
20429,20,Student,No Income,3
20430,22,Employee,10001 to 25000,2
20431,30,House wife,No Income,6
20432,27,Self Employeed,More than 50000,3
20433,23,Student,No Income,2
20434,30,Self Employeed,25001 to 50000,6
20435,23,Student,No Income,3
20436,28,Employee,25001 to 50000,6
20437,30,Self Employeed,More than 50000,6
20438,24,Employee,25001 to 50000,2
20439,21,Student,No Income,2
20440,23,Employee,10001 to 25000,3
20441,25,Self Employeed,More than 50000,4
20442,24,Employee,25001 to 50000,2
20443,26,Employee,10001 to 25000,3
20444,25,Employee,25001 to 50000,2
20445,22,Student,25001 to 50000,3
20446,26,Employee,25001 to 50000,2
20447,23,Employee,10001 to 25000,2
20448,21,Employee,Below Rs.10000,2
20449,25,Self Employeed,25001 to 50000,3
20450,24,Employee,10001 to 25000,2
20451,22,Student,No Income,2
20452,23,Student,No Income,4
20453,24,Employee,More than 50000,3
20454,22,Student,No Income,2
20455,30,Employee,More than 50000,5
20456,23,Employee,10001 to 25000,4
20457,19,Student,No Income,6
20458,21,Student,No Income,2
20459,23,Student,No Income,4
20460,24,Employee,25001 to 50000,3
20461,26,Employee,10001 to 25000,2
20462,26,Student,No Income,2
20463,25,Student,10001 to 25000,2
20464,28,Employee,25001 to 50000,5
20465,25,Student,No Income,3
20466,20,Student,No Income,2
20467,27,Self Employeed,More than 50000,6
20468,25,Employee,25001 to 50000,3
20469,24,Student,No Income,5
20470,25,Employee,More than 50000,1
20471,25,Employee,25001 to 50000,3
20472,24,Student,Below Rs.10000,5
20473,24,Student,No Income,3
20474,22,Employee,10001 to 25000,1
20475,28,Employee,25001 to 50000,2
20476,25,Employee,More than 50000,6
20477,22,Student,Below Rs.10000,3
20478,22,Student,No Income,6
20479,22,Student,Below Rs.10000,4
20480,27,Employee,More than 50000,2
20481,22,Student,No Income,3
20482,24,Student,No Income,3
20483,23,Student,No Income,2
20484,23,Student,No Income,4
20485,22,Student,No Income,5
20486,23,Student,Below Rs.10000,2
20487,32,Employee,More than 50000,5
20488,25,Student,No Income,2
20489,28,Self Employeed,10001 to 25000,2
20490,21,Student,No Income,3
20491,24,Student,No Income,2
20492,26,Self Employeed,10001 to 25000,5
20493,32,Employee,25001 to 50000,3
20494,29,Self Employeed,More than 50000,6
20495,21,Student,No Income,5
20496,24,Self Employeed,25001 to 50000,3
20497,26,Self Employeed,More than 50000,2
20498,21,Employee,More than 50000,3
20499,29,Employee,25001 to 50000,3
20500,22,Student,No Income,3
20501,24,Student,No Income,2
20502,27,Employee,25001 to 50000,2
20503,23,Student,No Income,3
20504,32,Employee,More than 50000,6
20505,22,Student,No Income,2
20506,22,Employee,25001 to 50000,4
20507,26,Employee,More than 50000,4
20508,25,Student,No Income,3
20509,20,Student,No Income,2
20510,29,Employee,25001 to 50000,4
20511,23,Student,No Income,1
20512,25,Self Employeed,More than 50000,2
20513,29,Employee,25001 to 50000,4
20514,27,Self Employeed,25001 to 50000,6
20515,25,Self Employeed,10001 to 25000,3
20516,21,Student,No Income,2
20517,23,Student,No Income,3
20518,24,Employee,10001 to 25000,4
20519,22,Self Employeed,10001 to 25000,3
20520,28,Employee,25001 to 50000,5
20521,26,Employee,10001 to 25000,2
20522,22,Employee,25001 to 50000,4
20523,26,Employee,More than 50000,4
20524,25,Student,No Income,3
20525,20,Student,No Income,2
20526,29,Employee,25001 to 50000,4
20527,23,Student,No Income,1
20528,25,Self Employeed,More than 50000,2
20529,29,Employee,25001 to 50000,4
20530,27,Self Employeed,25001 to 50000,6
20531,25,Self Employeed,10001 to 25000,3
20532,21,Student,No Income,2
20533,24,Student,No Income,2
20534,26,Self Employeed,10001 to 25000,5
20535,32,Employee,25001 to 50000,3
20536,29,Self Employeed,More than 50000,6
20537,21,Student,No Income,5
20538,24,Self Employeed,25001 to 50000,3
20539,26,Self Employeed,More than 50000,2
20540,31,Employee,More than 50000,3
20541,29,Employee,25001 to 50000,3
20542,22,Student,No Income,3
20543,24,Student,No Income,2
20544,27,Employee,25001 to 50000,2
20545,23,Student,No Income,3
20546,30,Employee,More than 50000,6
20547,22,Student,No Income,2
20548,28,Employee,25001 to 50000,3
20549,23,Student,No Income,2
20550,30,Self Employeed,More than 50000,1
20551,21,Student,No Income,3
20552,26,Employee,Below Rs.10000,6
20553,25,Self Employeed,More than 50000,3
20554,31,Employee,Below Rs.10000,1
20555,23,Employee,25001 to 50000,2
20556,22,Student,Below Rs.10000,4
20557,27,Employee,More than 50000,2
20558,22,Student,No Income,3
20559,24,Student,No Income,3
20560,23,Student,No Income,2
20561,23,Student,No Income,4
20562,22,Student,No Income,5
20563,23,Student,Below Rs.10000,2
20564,23,Student,No Income,5
20565,20,Student,No Income,4
20566,24,Student,Below Rs.10000,3
20567,22,Student,Below Rs.10000,3
20568,22,Student,No Income,6
20569,22,Student,Below Rs.10000,4
20570,27,Employee,More than 50000,2
20571,22,Student,No Income,3
20572,24,Student,No Income,3
20573,23,Student,No Income,2
20574,23,Student,No Income,4
20575,22,Student,No Income,5
20576,23,Student,Below Rs.10000,2
20577,23,Student,No Income,5
20578,21,Student,No Income,4
20579,23,Self Employeed,10001 to 25000,5
20580,24,Student,No Income,6
20581,28,Employee,25001 to 50000,2
20582,23,Student,No Income,3
20583,25,Student,No Income,4
20584,21,Student,Below Rs.10000,1
20585,24,Student,No Income,3
20586,22,Student,No Income,4
20587,22,Student,No Income,4
20588,23,Student,No Income,4
20589,21,Student,Below Rs.10000,3
20590,25,Student,No Income,3
20591,22,Student,No Income,5
20592,22,Student,No Income,3
20593,23,Employee,10001 to 25000,3
20594,22,Student,Below Rs.10000,4
20595,22,Employee,10001 to 25000,5
20596,22,Student,No Income,4
20597,25,Employee,More than 50000,4
20598,22,Student,10001 to 25000,5
20599,22,Student,No Income,2
20600,25,Student,10001 to 25000,3
20601,25,Student,No Income,5
20602,32,House wife,No Income,5
20603,23,Student,No Income,3
20604,23,Student,No Income,4
20605,30,Self Employeed,More than 50000,4
20606,23,Student,No Income,3
20607,23,Student,No Income,4
20608,22,Student,No Income,5
20609,22,Student,No Income,5
20610,27,Self Employeed,10001 to 25000,2
20611,24,Student,No Income,3
20612,23,Student,No Income,2
20613,23,Student,No Income,3
20614,22,Student,10001 to 25000,5
20615,23,Student,No Income,5
20616,23,Student,No Income,2
20617,24,Student,No Income,3
20618,25,Student,No Income,2
20619,22,Student,No Income,3
20620,28,Student,No Income,2
20621,22,Student,No Income,1
20622,24,Student,No Income,3
20623,31,Employee,More than 50000,5
20624,25,Student,No Income,4
20625,23,Student,No Income,5
20626,22,Student,No Income,3
20627,23,Student,25001 to 50000,1
20628,23,Student,No Income,4
20629,23,Student,No Income,2
20630,25,Student,No Income,6
20631,24,Employee,10001 to 25000,4
20632,23,Student,No Income,4
20633,23,Student,No Income,4
20634,24,Employee,More than 50000,4
20635,22,Student,No Income,4
20636,24,Student,10001 to 25000,3
20637,25,Student,No Income,3
20638,23,Student,No Income,2
20639,26,Student,No Income,4
20640,24,Student,25001 to 50000,3
20641,26,Student,No Income,4
20642,21,Student,No Income,4
20643,22,Student,No Income,3
20644,24,Student,No Income,5
20645,24,Student,10001 to 25000,4
